species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Boromys offella,0.074259167,0,0,0,0.129909789,0.050637696
Boromys torrei,0.074259167,0,0,0,0.129909789,0.050637696
Bos frontalis,0.613240022,1,0,48,0.671590411,0.08616487
Bos grunniens,0.667237441,1,0,49,0.629916903,0.072541544
Bos javanicus,0.945632265,1,1,50,0.892057529,0.047783949
Bos sauveli,0.908420991,1,1,50,0.852495851,0.057034889
Bos taurus,0.717160861,1,0,50,0.730722775,0.068951157
Boselaphus tragocamelus,0.894279596,1,1,50,0.821364496,0.054511848
Brachiones przewalskii,0.234113712,0,0,0,0.317979902,0.071808814
Brachylagus idahoensis,0.399461276,0,0,5,0.365240723,0.103780884
Brachyphylla cavernarum,0.768847658,1,0,50,0.69337782,0.074341471
Brachyphylla nana,0.670973336,1,0,50,0.661528084,0.072958192
Brachytarsomys albicauda,0.511344408,1,0,38,0.553926666,0.082472688
Brachytarsomys villosa,0.102368847,0,0,0,0.151150553,0.058237082
Brachyteles arachnoides,0.895747387,1,1,50,0.848230131,0.046889343
Brachyteles hypoxanthus,0.815095122,1,0,50,0.749307788,0.06250988
Brachyuromys betsileoensis,0.61496285,1,0,48,0.606587871,0.068865384
Brachyuromys ramirohitra,0.601805486,1,0,48,0.602932689,0.068832763
Bradypus pygmaeus,0.802853757,1,0,50,0.710770288,0.070649819
Bradypus torquatus,0.73847269,1,0,50,0.698924423,0.06744571
Bradypus tridactylus,0.794813287,1,0,50,0.729355123,0.072289934
Bradypus variegatus,0.769418586,1,0,50,0.724586669,0.069826721
Brotomys contractus,0.074259167,0,0,0,0.129909789,0.050637696
Brotomys voratus,0.074259167,0,0,0,0.129909789,0.050637696
Brucepattersonius albinasus,0.046787729,0,0,0,0.098467059,0.04524869
Brucepattersonius griserufescens,0.050657691,0,0,0,0.106089669,0.048213174
Brucepattersonius guarani,0.073021604,0,0,0,0.117461835,0.050567537
Brucepattersonius igniventris,0.078368739,0,0,0,0.12383987,0.051630278
Brucepattersonius iheringi,0.153713843,0,0,0,0.220881402,0.064358431
Brucepattersonius misionensis,0.080072124,0,0,0,0.124376406,0.051967544
Brucepattersonius paradisus,0.073892826,0,0,0,0.119279196,0.050089177
Brucepattersonius soricinus,0.049930916,0,0,0,0.106946417,0.047199134
Bubalus bubalis,0.90942948,1,1,50,0.844553593,0.055047422
Bubalus depressicornis,0.869370586,1,1,50,0.800862722,0.063057962
Bubalus mindorensis,0.943832193,1,1,50,0.877642339,0.04824828
Bubalus quarlesi,0.872007311,1,1,50,0.80862729,0.062391067
Budorcas taxicolor,0.756830525,1,0,49,0.690962768,0.079243801
Bullimus bagobus,0.866777551,1,1,50,0.802999756,0.069478466
Bullimus gamay,0.145650278,0,0,0,0.191737017,0.066554702
Bullimus luzonicus,0.789391001,1,0,50,0.733834272,0.07931784
Bunolagus monticularis,0.288435955,0,0,0,0.311778699,0.093598282
Bunomys andrewsi,0.732064864,1,0,49,0.674326213,0.082320154
Bunomys chrysocomus,0.727118474,1,0,49,0.662904129,0.079565677
Bunomys coelestis,0.586710997,1,0,46,0.579381414,0.068605088
Bunomys fratrorum,0.64913289,1,0,47,0.606656309,0.072334844
Bunomys penitus,0.765657719,1,0,49,0.669312961,0.080136759
Bunomys prolatus,0.708820605,1,0,47,0.620787926,0.074708909
Bunopithecus hoolock,0.841330157,1,1,50,0.814356464,0.059012783
Burramys parvus,0.18686526,0,0,0,0.212278682,0.059441092
Cabassous centralis,0.74655885,1,0,48,0.671291735,0.086181379
Cabassous chacoensis,0.402304063,0,0,3,0.374260594,0.082793541
Cabassous tatouay,0.380082878,0,0,7,0.391913311,0.086351104
Cabassous unicinctus,0.712690668,1,0,48,0.668097455,0.08206576
Cacajao calvus,0.896408806,1,1,50,0.852458094,0.05002849
Cacajao melanocephalus,0.846506753,1,1,50,0.806978644,0.060946474
Caenolestes caniventer,0.329518248,0,0,4,0.39628362,0.081598097
Caenolestes condorensis,0.338546148,0,0,3,0.373234765,0.086857248
Caenolestes convelatus,0.424599397,0,0,13,0.444064573,0.095856404
Caenolestes fuliginosus,0.336242529,0,0,16,0.46374248,0.091291378
Calcochloris leucorhinus,0.512945303,1,0,23,0.480700917,0.085613864
Calcochloris obtusirostris,0.281260364,0,0,0,0.318663694,0.074524337
Calcochloris tytonis,0.720870086,1,0,44,0.602815052,0.084640908
Callicebus baptista,0.832535031,1,1,50,0.793179741,0.058432771
Callicebus barbarabrownae,0.831773642,1,1,50,0.775756923,0.058904042
Callicebus bernhardi,0.258061236,0,0,1,0.277777691,0.086362279
Callicebus brunneus,0.850766813,1,1,50,0.799755844,0.05634856
Callicebus caligatus,0.261684032,0,0,1,0.299682332,0.087503413
Callicebus cinerascens,0.817362597,1,0,50,0.753267869,0.069585638
Callicebus coimbrai,0.89973653,1,1,50,0.842230543,0.050008819
Callicebus cupreus,0.861176743,1,1,50,0.79587884,0.067317988
Callicebus discolor,0.281956861,0,0,1,0.335129873,0.082696562
Callicebus donacophilus,0.77891601,1,0,49,0.716000673,0.069892897
Callicebus dubius,0.261684032,0,0,1,0.299682332,0.087503413
Callicebus hoffmannsi,0.829753037,1,1,50,0.782613209,0.065789813
Callicebus lucifer,0.270237511,0,0,1,0.326093256,0.084240432
Callicebus lugens,0.293724064,0,0,1,0.344070019,0.082251551
Callicebus medemi,0.837021936,1,1,50,0.77582385,0.063264507
Callicebus melanochir,0.789339732,1,0,50,0.762542246,0.060299544
Callicebus modestus,0.661519857,1,0,46,0.625157234,0.07789409
Callicebus moloch,0.83671589,1,1,50,0.794512885,0.061499496
Callicebus nigrifrons,0.716814303,1,0,49,0.678383078,0.070000774
Callicebus oenanthe,0.573367766,1,0,39,0.561480747,0.088527913
Callicebus olallae,0.661519857,1,0,46,0.625157234,0.07789409
Callicebus ornatus,0.725145132,1,0,50,0.727698866,0.064974734
Callicebus pallescens,0.725476693,1,0,47,0.668626482,0.08556614
Callicebus personatus,0.69393507,1,0,49,0.687761913,0.074571862
Callicebus purinus,0.272331757,0,0,1,0.326916862,0.084251611
Callicebus regulus,0.272331757,0,0,1,0.326916862,0.084251611
Callicebus stephennashi,0.243096743,0,0,0,0.261357007,0.085319485
Callicebus torquatus,0.405780615,0,0,14,0.450767459,0.075708003
Callimico goeldii,0.817583069,1,0,50,0.761964847,0.068180671
Callistomys pictus,0.77658432,1,0,49,0.683446441,0.08025923
Callithrix acariensis,0.809304131,1,0,50,0.75064118,0.070398303
Callithrix argentata,0.85567819,1,1,50,0.789861277,0.06398641
Callithrix aurita,0.711774635,1,0,49,0.673714135,0.079336221
Callithrix chrysoleuca,0.848732268,1,1,50,0.792203916,0.070584382
Callithrix emiliae,0.848857495,1,1,50,0.782962818,0.062758501
Callithrix flaviceps,0.82171941,1,0,50,0.754278126,0.065930615
Callithrix geoffroyi,0.716292151,1,0,49,0.685793863,0.074649865
Callithrix humeralifera,0.864614366,1,1,50,0.810037901,0.065233638
Callithrix humilis,0.776404165,1,0,49,0.715509864,0.086506589
Callithrix intermedia,0.830754428,1,1,50,0.772688099,0.06706067
Callithrix jacchus,0.837571892,1,1,49,0.776001189,0.096335679
Callithrix kuhlii,0.817490667,1,0,50,0.789167253,0.067259819
Callithrix leucippe,0.834920043,1,1,50,0.762354951,0.069522543
Callithrix manicorensis,0.779649797,1,0,49,0.715907667,0.086808968
Callithrix marcai,0.850508366,1,1,50,0.773175718,0.068024693
Callithrix mauesi,0.846454125,1,1,50,0.789797029,0.064872112
Callithrix melanura,0.780206629,1,0,48,0.709548223,0.081068644
Callithrix nigriceps,0.793048306,1,0,50,0.732069003,0.083182859
Callithrix penicillata,0.567801286,1,0,43,0.584963731,0.086101168
Callithrix pygmaea,0.751936222,1,0,50,0.719740754,0.09136638
Callithrix saterei,0.836609168,1,1,50,0.767174645,0.0771272
Callorhinus ursinus,0.576457932,1,0,18,0.4577163,0.103826729
Callosciurus adamsi,0.534866457,1,0,45,0.613839058,0.087707963
Callosciurus albescens,0.836274901,1,1,50,0.786090514,0.070268443
Callosciurus baluensis,0.69071467,1,0,50,0.707131239,0.071273517
Callosciurus caniceps,0.792549699,1,0,50,0.773201777,0.079388305
Callosciurus erythraeus,0.514648549,1,0,35,0.568185814,0.113790601
Callosciurus finlaysonii,0.829962032,1,1,50,0.793232387,0.07186701
Callosciurus inornatus,0.634542646,1,0,48,0.640911227,0.079232742
Callosciurus melanogaster,0.873695935,1,1,50,0.799111776,0.072772965
Callosciurus nigrovittatus,0.734937223,1,0,50,0.753278051,0.077024902
Callosciurus notatus,0.713542602,1,0,50,0.742644057,0.080274262
Callosciurus orestes,0.542212671,1,0,45,0.609893694,0.083898738
Callosciurus phayrei,0.477927592,0,0,37,0.553143643,0.090475934
Callosciurus prevostii,0.737591217,1,0,50,0.754678686,0.078695644
Callosciurus pygerythrus,0.481438094,0,0,41,0.582309818,0.096564285
Callosciurus quinquestriatus,0.421067841,0,0,29,0.505819473,0.080808493
Calomys boliviae,0.287107595,0,0,1,0.316972566,0.07509271
Calomys callidus,0.120775072,0,0,0,0.176202343,0.053195514
Calomys callosus,0.137914272,0,0,0,0.195420763,0.055526315
Calomys expulsus,0.131679481,0,0,0,0.191952275,0.05462996
Calomys hummelincki,0.602830831,1,0,45,0.58898116,0.087256965
Calomys laucha,0.252268185,0,0,1,0.292822957,0.078112409
Calomys lepidus,0.271547769,0,0,0,0.282500172,0.087890292
Calomys musculinus,0.240463409,0,0,0,0.269095992,0.081777204
Calomys sorellus,0.300536607,0,0,0,0.322689707,0.084772365
Calomys tener,0.228089537,0,0,0,0.318328575,0.077950348
Calomys tocantinsi,0.085852819,0,0,0,0.137386918,0.05452838
Calomys venustus,0.127748552,0,0,0,0.185542294,0.053419139
Calomyscus bailwardi,0.220748607,0,0,1,0.313960067,0.086624775
Calomyscus baluchi,0.235515452,0,0,1,0.332338214,0.088048681
Calomyscus elburzensis,0.194715599,0,0,1,0.302931134,0.088098062
Calomyscus grandis,0.042997784,0,0,0,0.091872978,0.042555044
Calomyscus hotsoni,0.27552371,0,0,3,0.36503471,0.088925215
Calomyscus mystax,0.031887391,0,0,0,0.087859612,0.041326473
Calomyscus tsolovi,0.297698402,0,0,2,0.335119063,0.096882252
Calomyscus urartensis,0.244670355,0,0,1,0.300886029,0.076877886
Caloprymnus campestris,0.062484055,0,0,0,0.140694074,0.058462832
Caluromys derbianus,0.585054864,1,0,41,0.59073191,0.102218931
Caluromys lanatus,0.705195554,1,0,48,0.640944194,0.089260089
Caluromys philander,0.551447263,1,0,43,0.609624743,0.099065987
Caluromysiops irrupta,0.554625723,1,0,43,0.599631786,0.098659127
Calyptophractus retusus,0.22323352,0,0,0,0.282974415,0.067336153
Camelus bactrianus,0.437178808,0,0,16,0.47274652,0.063788434
Camelus dromedarius,0.433279229,0,0,31,0.520925668,0.068216812
Canis adustus,0.421273095,0,0,35,0.562923253,0.107587928
Canis aureus,0.72857751,1,0,50,0.746070627,0.083889795
Canis latrans,0.619355399,1,0,45,0.620288744,0.101505201
Canis lupus,0.875396022,1,1,50,0.777430909,0.082379073
Canis mesomelas,0.494841254,0,0,37,0.581860079,0.112708898
Canis simensis,0.715312254,1,0,48,0.647069025,0.074410088
Cannomys badius,0.610303358,1,0,38,0.565589787,0.104933132
Cansumys canus,0.51265787,1,0,25,0.496252493,0.092396472
Caperea marginata,0.154968158,0,0,0,0.216577321,0.057481033
Capra caucasica,0.720407678,1,0,47,0.636696037,0.074328426
Capra falconeri,0.824571719,1,0,50,0.736303003,0.070971929
Capra hircus,0.620366895,1,0,41,0.581571442,0.08897791
Capra ibex,0.69505566,1,0,48,0.623136183,0.080791912
Capra nubiana,0.714333748,1,0,50,0.672197566,0.064265526
Capra pyrenaica,0.776723429,1,0,49,0.705081153,0.088695223
Capra sibirica,0.652341748,1,0,45,0.622287913,0.082652223
Capra walie,0.805963303,1,0,50,0.742498806,0.054136586
Capreolus capreolus,0.732620341,1,0,50,0.723969913,0.077938505
Capreolus pygargus,0.70038555,1,0,48,0.64760699,0.082002832
Capricornis crispus,0.902308821,1,1,50,0.787899347,0.075108103
Capricornis milneedwardsii,0.831679551,1,1,50,0.751508868,0.069177732
Capricornis rubidus,0.705394619,1,0,49,0.666382539,0.069700715
Capricornis sumatraensis,0.942785575,1,1,50,0.88982838,0.045434129
Capricornis swinhoei,0.877374743,1,1,50,0.769043792,0.068077927
Capricornis thar,0.757708673,1,0,49,0.725468576,0.076308171
Caprolagus hispidus,0.62107089,1,0,43,0.626686582,0.113295222
Capromys gundlachianus,0.138530822,0,0,0,0.202004697,0.065060161
Capromys pilorides,0.759908985,1,0,50,0.688194741,0.075490473
Caracal caracal,0.528930577,1,0,27,0.503554033,0.106398666
Cardiocranius paradoxus,0.120227209,0,0,0,0.229225009,0.076133549
Cardioderma cor,0.332123758,0,0,6,0.391844417,0.084541453
Carollia brevicauda,0.587408913,1,0,43,0.588648272,0.094273183
Carollia castanea,0.505729999,1,0,33,0.530807628,0.092604469
Carollia colombiana,0.394996034,0,0,8,0.403065578,0.101292883
Carollia perspicillata,0.330380566,0,0,5,0.397661013,0.093136479
Carollia sowelli,0.050252162,0,0,0,0.104958439,0.049766106
Carollia subrufa,0.45977541,0,0,27,0.50925704,0.097004028
Carpitalpa arendsi,0.527359399,1,0,24,0.476547152,0.078674153
Carpomys melanurus,0.713221284,1,0,49,0.661818635,0.080595378
Carpomys phaeurus,0.69877216,1,0,49,0.654031055,0.079350057
Carterodon sulcidens,0.249743865,0,0,1,0.341800543,0.081183491
Caryomys eva,0.702863094,1,0,41,0.565200585,0.083995121
Caryomys inez,0.650226505,1,0,31,0.531936136,0.083680152
Casinycteris argynnis,0.49176589,0,0,25,0.511608975,0.087382461
Castor canadensis,0.654561026,1,0,39,0.570181111,0.089691726
Castor fiber,0.521233307,1,0,38,0.535710738,0.077186504
Catagonus wagneri,0.461404578,0,0,27,0.503382853,0.086001779
Catopuma badia,0.681151077,1,0,50,0.667019231,0.076175453
Catopuma temminckii,0.696866692,1,0,48,0.672716632,0.089200497
Cavia aperea,0.337313801,0,0,5,0.380027946,0.081972349
Cavia fulgida,0.662565454,1,0,39,0.564088501,0.077190566
Cavia intermedia,0.183157524,0,0,0,0.205538841,0.066984345
Cavia magna,0.433601201,0,0,5,0.396163157,0.079150041
Cavia porcellus,0.694696579,1,0,45,0.602584824,0.07642811
Cavia tschudii,0.484431714,0,0,14,0.466949914,0.078688552
Cebus albifrons,0.924568812,1,1,50,0.888646682,0.038205664
Cebus apella,0.941125122,1,1,50,0.9058231,0.036624816
Cebus capucinus,0.971521214,1,1,50,0.947747388,0.02352679
Cebus kaapori,0.920566679,1,1,50,0.882982292,0.038113586
Cebus libidinosus,0.840314032,1,1,50,0.787565547,0.057845564
Cebus nigritus,0.810435274,1,0,50,0.783446457,0.052181236
Cebus olivaceus,0.945355928,1,1,50,0.911326249,0.035216984
Cebus xanthosternos,0.776167903,1,0,49,0.761602376,0.064298543
Centronycteris centralis,0.617820978,1,0,44,0.587748841,0.082190255
Centronycteris maximiliani,0.551058423,1,0,36,0.534033742,0.087433298
Centurio senex,0.406776417,0,0,18,0.480450897,0.099099178
Cephalophus adersi,0.869558863,1,1,50,0.804536499,0.057756351
Cephalophus brookei,0.78075335,1,0,50,0.763283703,0.069042949
Cephalophus callipygus,0.785102303,1,0,50,0.757684229,0.071023145
Cephalophus dorsalis,0.765345249,1,0,50,0.759506379,0.067799635
Cephalophus jentinki,0.818503258,1,0,50,0.78164536,0.068664814
Cephalophus leucogaster,0.735164857,1,0,50,0.709527722,0.072534355
Cephalophus natalensis,0.586480685,1,0,46,0.591059528,0.077288963
Cephalophus niger,0.818245828,1,0,50,0.796108689,0.063187078
Cephalophus nigrifrons,0.685168648,1,0,49,0.693867682,0.07847594
Cephalophus ogilbyi,0.713031307,1,0,50,0.715092091,0.076785363
Cephalophus rufilatus,0.736765341,1,0,50,0.72610615,0.064411688
Cephalophus silvicultor,0.650179539,1,0,49,0.654582979,0.076930986
Cephalophus spadix,0.750333917,1,0,50,0.704547344,0.077417995
Cephalophus weynsi,0.615294186,1,0,49,0.639593031,0.072829031
Cephalophus zebra,0.828985131,1,1,50,0.773486554,0.069921552
Cephalorhynchus commersonii,0.142050762,0,0,0,0.211104162,0.064051979
Cephalorhynchus eutropia,0.156868749,0,0,0,0.230262672,0.06740003
Cephalorhynchus heavisidii,0.162908135,0,0,0,0.2439737,0.066954417
Cephalorhynchus hectori,0.179465391,0,0,0,0.247184724,0.070321467
Ceratotherium simum,0.772575373,1,0,45,0.686315429,0.120965101
Cercartetus caudatus,0.643638107,1,0,48,0.634583035,0.101343832
Cercartetus concinnus,0.099322901,0,0,0,0.192232864,0.064182377
Cercartetus lepidus,0.179326994,0,0,0,0.242346857,0.07069875
Cercartetus nanus,0.174563826,0,0,0,0.24477242,0.072980296
Cercocebus agilis,0.844022286,1,1,50,0.811118514,0.04805459
Cercocebus atys,0.957513691,1,1,50,0.92753874,0.028438697
Cercocebus chrysogaster,0.900274582,1,1,50,0.864303509,0.040750468
Cercocebus galeritus,0.932868684,1,1,50,0.879992973,0.038863929
Cercocebus sanjei,0.880272167,1,1,50,0.813311587,0.045196789
Cercocebus torquatus,0.920895653,1,1,50,0.887384524,0.036337901
Cercopithecus albogularis,0.844759852,1,1,50,0.821507044,0.050948636
Cercopithecus ascanius,0.885331539,1,1,50,0.860883704,0.037490086
Cercopithecus campbelli,0.904550632,1,1,50,0.875281675,0.043217753
Cercopithecus cephus,0.921259035,1,1,50,0.893214401,0.035449809
Cercopithecus denti,0.824561349,1,0,50,0.810476721,0.050158949
Cercopithecus diana,0.937696523,1,1,50,0.908278488,0.035856593
Cercopithecus doggetti,0.826450155,1,1,50,0.806453119,0.04555146
Cercopithecus dryas,0.914075946,1,1,50,0.863669966,0.038634651
Cercopithecus erythrogaster,0.938088476,1,1,50,0.903302803,0.031455645
Cercopithecus erythrotis,0.933551362,1,1,50,0.904846848,0.032638332
Cercopithecus hamlyni,0.768979761,1,0,50,0.767719208,0.058857661
Cercopithecus kandti,0.758700644,1,0,50,0.726821809,0.054675394
Cercopithecus lhoesti,0.81276142,1,0,50,0.806549259,0.05142939
Cercopithecus lowei,0.923850858,1,1,50,0.894973008,0.030984415
Cercopithecus mitis,0.862968068,1,1,50,0.864243704,0.034118131
Cercopithecus mona,0.918706795,1,1,50,0.887518642,0.033475314
Cercopithecus neglectus,0.887540981,1,1,50,0.862825276,0.038050443
Cercopithecus nictitans,0.918381579,1,1,50,0.890495167,0.035723593
Cercopithecus petaurista,0.89762217,1,1,50,0.8716628,0.038741043
Cercopithecus pogonias,0.928856676,1,1,50,0.890478301,0.034226524
Cercopithecus preussi,0.924384086,1,1,50,0.896398095,0.035965587
Cercopithecus roloway,0.909370643,1,1,50,0.874937379,0.035327929
Cercopithecus sclateri,0.946969096,1,1,50,0.9075605,0.030142876
Cercopithecus solatus,0.810269855,1,0,50,0.779287034,0.057938814
Cercopithecus wolfi,0.885280439,1,1,50,0.853661167,0.036859712
Cerdocyon thous,0.483369065,0,0,31,0.52738541,0.114751678
Cervus elaphus,0.542763262,1,0,38,0.549716054,0.096879723
Cervus nippon,0.952346285,1,1,50,0.870397983,0.053851365
Chaerephon aloysiisabaudiae,0.443904929,0,0,15,0.470597194,0.087653138
Chaerephon ansorgei,0.164541087,0,0,1,0.269896416,0.080487189
Chaerephon bemmeleni,0.413251818,0,0,14,0.459838761,0.083540388
Chaerephon bivittatus,0.289140619,0,0,3,0.363066489,0.091791592
Chaerephon bregullae,0.608455305,1,0,39,0.557511081,0.08916526
Chaerephon chapini,0.324284042,0,0,6,0.399712502,0.087821724
Chaerephon gallagheri,0.488349738,0,0,22,0.486931346,0.090919462
Chaerephon jobensis,0.574741478,1,0,16,0.455711882,0.101292866
Chaerephon johorensis,0.66924146,1,0,49,0.635487531,0.083409175
Chaerephon leucogaster,0.380524483,0,0,14,0.449645313,0.081149631
Chaerephon major,0.362438402,0,0,5,0.409934034,0.09555282
Chaerephon nigeriae,0.22579391,0,0,1,0.29908717,0.082242596
Chaerephon plicatus,0.751070125,1,0,49,0.664258676,0.090965831
Chaerephon pumilus,0.197628594,0,0,1,0.304619714,0.076154689
Chaerephon russatus,0.412800196,0,0,13,0.461129507,0.092425512
Chaerephon shortridgei,0.135920626,0,0,0,0.225069841,0.071741243
Chaerephon solomonis,0.734017206,1,0,48,0.647023575,0.083087784
Chaerephon tomensis,0.536987026,1,0,37,0.553651219,0.084051492
Chaetocauda sichuanensis,0.453389974,0,0,8,0.444895988,0.067158582
Chaetodipus arenarius,0.145214649,0,0,0,0.228428562,0.077872875
Chaetodipus artus,0.281239111,0,0,4,0.366476333,0.094822853
Chaetodipus baileyi,0.224349255,0,0,0,0.321304265,0.080295525
Chaetodipus californicus,0.293726048,0,0,1,0.337627119,0.086582554
Chaetodipus dalquesti,0.265684579,0,0,2,0.341058479,0.096523903
Chaetodipus eremicus,0.130765409,0,0,0,0.224956174,0.079312757
Chaetodipus fallax,0.111046315,0,0,0,0.200527785,0.083194266
Chaetodipus formosus,0.114018546,0,0,0,0.207837542,0.08370598
Chaetodipus goldmani,0.179944626,0,0,0,0.273693119,0.08639841
Chaetodipus hispidus,0.230020956,0,0,1,0.317094476,0.082781923
Chaetodipus intermedius,0.130545867,0,0,0,0.231323017,0.081118298
